N,P,K,temperature,humidity,ph,rainfall,season,soil_type,crop
19.1,56.5,48.4,13.1,52.5,7.28,61.6,Rabi,Sandy,chickpea
95.1,37.2,54.0,30.6,68.1,6.33,55.3,Zaid,Sandy,watermelon
85.3,67.2,29.4,28.4,53.1,5.4,82.4,Kharif,Loamy,maize
119.6,51.8,86.9,26.5,77.7,6.52,175.7,Kharif,Clayey,sugarcane
69.7,31.6,31.3,9.9,57.8,6.46,71.9,Rabi,Sandy,barley
20.8,27.8,20.8,29.7,44.1,6.59,58.2,Kharif,Loamy,blackgram
85.2,57.3,32.8,25.0,77.9,6.52,95.7,Kharif,Loamy,maize
25.5,56.5,75.6,31.0,53.3,6.32,100.2,Kharif,Loamy,groundnut
113.6,60.6,83.3,33.8,74.5,6.62,70.9,Zaid,Sandy,mango
134.2,65.4,125.2,20.1,67.7,4.47,99.0,Rabi,Loamy,potato
13.4,50.2,50.7,29.7,58.9,5.27,108.4,Kharif,Loamy,pigeonpeas
104.5,63.4,35.8,29.2,67.7,6.22,83.2,Kharif,Loamy,maize
63.3,42.7,64.6,17.5,50.8,5.67,120.4,Rabi,Loamy,apple
104.5,78.3,33.4,25.1,69.3,6.01,236.8,Rabi,Loamy,wheat
119.6,42.4,38.5,22.4,82.6,5.94,214.3,Kharif,Clayey,rice
63.9,48.1,77.8,26.2,68.3,6.79,84.0,Rabi,Sandy,onion
66.0,56.4,67.8,24.2,71.2,5.98,82.7,Rabi,Loamy,onion
110.5,58.6,153.5,26.9,83.8,6.43,158.9,Kharif,Loamy,sugarcane
110.8,51.6,24.3,32.7,67.2,6.54,82.5,Kharif,Loamy,cotton
115.8,88.5,95.0,24.0,72.7,6.68,45.2,Kharif,Loamy,tomato
18.7,51.9,20.2,29.6,61.7,6.52,62.2,Kharif,Sandy,mungbean
55.6,21.0,32.9,31.7,42.0,7.36,43.4,Kharif,Sandy,pearl_millet
21.6,61.8,39.6,22.8,63.8,7.28,60.6,Rabi,Loamy,chickpea
82.0,44.7,77.0,25.4,53.2,5.69,98.5,Rabi,Sandy,onion
95.8,63.2,36.7,21.1,63.5,5.89,42.8,Kharif,Sandy,maize
35.5,56.5,63.1,18.2,69.0,6.24,56.3,Rabi,Loamy,peas
23.5,47.4,43.5,32.4,77.9,7.45,61.1,Kharif,Loamy,cowpea
80.3,38.2,51.5,32.7,60.0,6.54,42.6,Kharif,Clayey,sorghum
92.7,34.6,54.4,32.4,63.1,6.68,63.8,Zaid,Sandy,watermelon
15.2,56.8,33.8,15.3,43.7,8.24,50.0,Rabi,Loamy,chickpea
94.4,37.2,43.4,20.2,67.2,7.32,51.6,Rabi,Loamy,mustard
192.3,59.2,176.1,28.6,74.7,6.97,209.1,Kharif,Loamy,banana
74.3,53.6,61.5,25.2,83.8,5.18,265.3,Kharif,Loamy,rubber
35.9,21.8,72.0,25.1,60.0,6.91,23.8,Rabi,Sandy,grapes
63.7,41.6,47.2,20.7,56.3,6.9,16.4,Rabi,Sandy,garlic
79.3,29.7,47.2,16.2,58.9,7.63,30.6,Rabi,Loamy,mustard
93.8,57.5,158.9,26.6,81.7,5.39,185.2,Kharif,Loamy,ginger
26.9,53.3,53.5,27.2,76.1,5.84,117.3,Kharif,Loamy,soybean
127.0,67.2,94.9,30.2,85.2,5.31,300.8,Kharif,Loamy,pepper
67.5,24.6,69.6,22.0,88.7,5.74,422.4,Kharif,Loamy,cardamom
46.8,16.9,21.8,33.0,48.7,7.15,61.2,Kharif,Sandy,sesame
96.3,32.0,42.0,19.2,89.0,4.87,232.6,Kharif,Loamy,tea
115.4,62.5,129.3,14.5,68.7,5.96,59.4,Rabi,Loamy,potato
72.2,33.9,71.5,17.8,89.6,5.75,337.3,Kharif,Loamy,cardamom
39.4,24.4,73.0,22.6,80.4,5.53,390.1,Kharif,Loamy,cardamom
81.2,50.5,43.9,27.5,73.4,7.51,71.6,Kharif,Loamy,cotton
81.6,32.0,51.6,27.2,82.9,6.69,224.4,Kharif,Clayey,rice
60.6,20.3,23.1,29.6,35.9,6.84,32.1,Kharif,Sandy,pearl_millet
80.4,45.7,35.3,28.1,54.4,6.32,45.2,Kharif,Sandy,sorghum
104.1,56.8,69.3,25.8,66.9,6.51,123.6,Zaid,Sandy,guava
90.6,43.0,52.4,33.2,62.6,6.36,51.4,Kharif,Sandy,cotton
28.4,50.7,51.1,23.9,61.2,6.93,69.9,Kharif,Clayey,soybean
83.4,36.4,44.1,20.6,57.0,6.91,49.5,Rabi,Sandy,mustard
200.0,200.0,201.0,20.5,81.5,6.73,71.2,Zaid,Loamy,papaya
76.5,83.9,83.5,23.7,67.4,6.49,37.6,Kharif,Sandy,tomato
21.8,46.3,30.1,27.4,66.3,6.79,63.0,Kharif,Loamy,blackgram
74.8,39.3,100.7,27.1,63.7,6.65,103.6,Rabi,Loamy,tobacco
78.2,46.4,43.9,12.0,64.7,5.82,63.5,Rabi,Loamy,mustard
146.3,48.4,101.4,31.8,40.0,6.49,27.0,Zaid,Loamy,pomegranate
200.0,51.4,193.5,29.4,84.4,6.19,241.8,Kharif,Loamy,banana
83.5,36.6,35.5,29.5,69.2,6.09,60.0,Kharif,Sandy,sorghum
48.8,4.9,23.7,29.3,34.3,7.19,42.1,Kharif,Sandy,pearl_millet
95.3,51.1,39.3,23.6,82.2,6.69,245.5,Kharif,Clayey,rice
101.1,32.3,55.1,25.0,83.6,4.75,235.6,Kharif,Loamy,rubber
200.0,200.0,239.1,27.9,58.3,6.2,170.9,Zaid,Loamy,papaya
147.1,33.8,40.9,18.4,79.2,5.2,303.1,Kharif,Loamy,tea
37.2,26.0,60.7,22.1,39.5,6.47,59.0,Rabi,Sandy,grapes
93.4,53.5,109.3,22.1,65.9,6.29,97.3,Rabi,Loamy,tobacco
16.0,41.3,35.5,21.2,59.0,6.54,61.1,Rabi,Sandy,chickpea
88.7,51.4,78.5,33.2,48.3,5.95,69.8,Zaid,Loamy,pomegranate
27.2,63.7,22.7,30.8,63.0,6.4,62.4,Kharif,Loamy,mungbean
104.9,50.7,122.5,23.4,80.8,6.18,166.5,Kharif,Loamy,coffee
193.1,64.2,202.1,24.3,86.2,6.7,172.2,Kharif,Loamy,banana
84.0,37.0,175.5,26.8,84.0,5.05,181.5,Kharif,Sandy,coconut
89.2,56.7,90.1,22.5,80.3,5.57,217.0,Kharif,Loamy,coffee
52.6,28.5,35.3,22.7,48.1,6.44,36.4,Rabi,Loamy,barley
87.7,58.6,58.1,25.6,91.4,5.67,211.8,Kharif,Clayey,rice
84.7,53.3,33.4,22.9,60.4,5.65,78.3,Kharif,Loamy,maize
22.8,48.1,83.5,22.4,60.6,6.82,42.1,Kharif,Sandy,groundnut
15.3,19.8,14.8,22.3,59.1,6.62,37.0,Rabi,Sandy,lentil
64.7,38.4,83.2,22.8,61.5,6.62,58.2,Rabi,Loamy,onion
107.1,55.6,59.1,30.9,61.7,6.47,29.0,Kharif,Sandy,sunflower
98.6,35.3,43.6,17.0,58.6,6.54,34.7,Rabi,Loamy,mustard
194.8,71.0,214.4,22.0,76.6,6.09,188.6,Kharif,Loamy,banana
68.9,46.8,21.1,33.7,50.2,6.21,59.2,Kharif,Loamy,sorghum
81.7,50.0,77.3,28.8,61.8,6.44,68.8,Kharif,Loamy,sunflower
128.9,55.7,129.6,24.8,86.8,5.8,251.9,Kharif,Loamy,sugarcane
25.4,48.6,74.7,26.5,66.3,6.13,55.9,Kharif,Loamy,groundnut
24.0,53.9,48.8,16.1,69.9,6.26,67.7,Rabi,Loamy,peas
81.3,47.1,75.6,22.3,77.0,6.54,90.1,Rabi,Loamy,onion
21.5,86.4,73.2,19.2,69.4,5.97,127.0,Kharif,Loamy,kidneybeans
19.7,52.9,32.7,27.8,51.6,6.98,28.1,Rabi,Loamy,chickpea
27.0,28.8,23.4,31.6,61.9,7.14,52.6,Kharif,Loamy,sesame
31.8,33.1,16.4,27.1,56.7,6.88,61.5,Kharif,Loamy,blackgram
124.4,32.5,48.7,19.0,85.6,4.51,337.4,Kharif,Loamy,tea
20.3,42.2,24.9,30.7,54.8,5.72,50.2,Kharif,Loamy,mungbean
200.0,65.5,209.3,24.0,88.8,7.05,137.9,Kharif,Loamy,banana
78.0,57.9,101.0,21.7,80.5,5.88,182.6,Kharif,Loamy,coffee
51.9,25.6,66.3,34.6,59.4,5.94,63.1,Zaid,Sandy,watermelon
120.5,55.0,32.2,31.9,59.8,6.37,94.5,Kharif,Loamy,maize
22.6,47.8,18.3,30.9,58.7,6.94,35.8,Kharif,Loamy,blackgram
94.5,96.7,77.1,22.4,76.2,6.54,94.9,Kharif,Sandy,tomato
178.9,64.6,207.1,27.5,84.0,6.24,284.0,Kharif,Loamy,banana
26.1,43.8,61.0,13.4,56.3,6.66,175.9,Rabi,Loamy,apple
102.5,70.4,86.8,24.9,71.0,5.77,57.2,Kharif,Sandy,tomato
104.3,51.7,54.2,27.1,73.3,6.25,64.8,Kharif,Loamy,maize
120.7,45.1,165.8,24.7,82.0,5.64,238.0,Kharif,Loamy,ginger
86.7,45.4,77.0,34.5,64.5,5.33,57.0,Kharif,Loamy,sunflower
34.5,65.5,46.0,29.2,66.2,7.23,94.5,Kharif,Clayey,soybean
18.1,58.5,24.3,33.1,43.0,6.76,36.8,Kharif,Sandy,mothbeans
118.2,51.4,135.5,29.2,81.4,7.16,234.8,Kharif,Clayey,sugarcane
12.3,58.8,26.7,21.8,55.7,7.8,59.6,Rabi,Loamy,chickpea
71.4,49.0,64.9,30.4,65.2,6.43,73.7,Zaid,Sandy,watermelon
109.6,43.3,65.6,29.6,60.8,6.77,60.9,Kharif,Loamy,sunflower
82.3,55.7,211.8,30.2,75.8,5.81,228.5,Kharif,Sandy,coconut
111.5,59.0,119.5,30.3,69.9,6.28,155.7,Kharif,Sandy,turmeric
100.7,60.5,156.5,25.1,79.1,5.33,230.7,Kharif,Loamy,ginger
128.2,48.1,24.4,26.2,85.2,5.9,230.1,Kharif,Loamy,rice
93.8,53.3,62.2,21.6,61.9,6.04,84.4,Kharif,Sandy,sunflower
88.7,54.7,121.4,22.4,75.3,4.68,236.4,Kharif,Loamy,coffee
61.5,52.5,43.9,23.5,75.5,5.92,264.2,Kharif,Clayey,rice
3.1,43.8,53.4,28.5,65.9,4.76,166.0,Kharif,Sandy,pigeonpeas
44.7,36.7,27.8,29.0,42.4,7.86,55.0,Kharif,Sandy,pearl_millet
116.7,58.1,57.9,27.3,56.2,7.4,160.0,Zaid,Loamy,mango
126.4,61.2,126.2,25.4,69.3,5.96,175.4,Kharif,Loamy,turmeric
42.1,25.9,30.9,21.8,57.6,6.92,19.5,Rabi,Clayey,linseed
61.0,43.4,44.6,25.4,75.5,6.68,138.6,Kharif,Clayey,jute
121.2,86.6,129.9,15.6,71.7,6.47,44.9,Rabi,Loamy,potato
179.0,200.0,238.1,33.7,69.4,6.36,140.2,Zaid,Loamy,papaya
74.3,35.4,53.3,21.9,88.1,6.82,110.1,Rabi,Sandy,wheat
121.5,34.8,44.8,32.4,54.9,7.02,42.1,Kharif,Loamy,cotton
84.0,48.2,36.3,28.6,72.6,6.96,94.3,Kharif,Sandy,cotton
189.1,55.4,218.5,31.2,80.4,6.83,197.6,Kharif,Loamy,banana
81.8,33.3,59.1,26.2,81.5,5.28,314.8,Kharif,Loamy,rubber
61.6,35.1,76.7,21.8,83.6,5.23,329.5,Kharif,Loamy,cardamom
82.0,34.9,86.6,30.1,74.4,6.76,64.0,Rabi,Loamy,tobacco
80.2,55.7,55.5,32.4,54.1,5.55,35.3,Kharif,Loamy,sunflower
93.5,80.8,40.4,32.5,45.5,6.53,82.1,Kharif,Sandy,maize
121.5,38.3,38.0,32.7,59.0,6.93,91.5,Kharif,Sandy,cotton
44.9,31.0,27.9,12.5,44.3,6.43,41.5,Rabi,Loamy,barley
22.6,42.4,20.9,30.2,62.7,6.72,64.5,Kharif,Sandy,mungbean
21.3,45.3,19.2,30.6,48.6,6.08,68.4,Kharif,Sandy,mungbean
81.9,24.1,70.6,23.9,85.3,5.86,457.2,Kharif,Loamy,cardamom
190.3,200.0,192.3,27.1,71.5,6.09,114.2,Zaid,Sandy,papaya
85.0,35.2,55.5,23.4,92.2,4.64,303.4,Kharif,Loamy,rubber
84.5,36.0,34.6,17.9,47.1,7.06,54.8,Rabi,Sandy,mustard
36.5,24.1,30.7,31.2,63.5,5.88,61.6,Kharif,Loamy,sesame
74.0,31.8,49.8,33.4,48.4,6.34,51.8,Kharif,Loamy,sorghum
98.5,42.8,40.1,30.4,65.1,7.44,123.6,Kharif,Clayey,cotton
28.1,49.9,76.6,23.9,67.9,5.58,62.0,Kharif,Loamy,groundnut
102.3,66.0,82.8,32.3,66.8,6.58,75.5,Rabi,Loamy,tobacco
63.3,55.7,35.6,27.6,60.8,5.76,68.9,Kharif,Sandy,castor
121.1,42.5,42.6,20.4,90.8,4.22,395.2,Kharif,Loamy,tea
107.9,51.2,135.0,28.7,76.9,6.65,154.1,Kharif,Clayey,sugarcane
75.2,49.6,100.3,32.6,60.6,6.48,57.6,Rabi,Loamy,tobacco
74.2,37.7,39.5,15.8,65.6,7.42,42.5,Rabi,Loamy,mustard
65.5,29.1,71.7,27.8,63.4,6.67,161.7,Zaid,Sandy,orange
159.6,184.3,206.1,26.1,61.1,5.89,97.1,Zaid,Loamy,papaya
65.5,36.0,28.7,22.8,58.5,6.62,54.4,Rabi,Sandy,barley
31.2,72.9,50.9,28.7,56.8,6.39,92.0,Kharif,Loamy,soybean
41.7,32.2,33.9,32.5,74.8,6.08,116.4,Kharif,Loamy,finger_millet
93.6,57.6,72.1,32.1,65.5,6.61,108.9,Zaid,Loamy,guava
91.4,65.8,96.5,26.3,83.6,6.31,183.0,Kharif,Loamy,pepper
13.0,53.6,46.1,7.5,66.8,7.92,76.5,Rabi,Sandy,chickpea
110.0,62.5,127.6,29.3,82.1,6.52,143.1,Kharif,Loamy,turmeric
158.8,58.5,181.4,26.3,88.8,6.71,168.7,Kharif,Loamy,banana
200.0,173.7,212.0,33.3,67.0,6.65,105.1,Zaid,Sandy,papaya
113.5,44.0,50.5,22.2,84.3,4.95,300.5,Kharif,Loamy,tea
75.3,35.7,91.9,24.4,67.4,5.61,136.9,Zaid,Sandy,orange
133.2,41.0,201.6,25.4,77.2,6.15,193.8,Kharif,Sandy,coconut
25.8,64.7,53.4,27.9,59.5,6.22,128.4,Kharif,Clayey,soybean
24.3,46.5,56.8,30.8,68.7,6.36,112.7,Kharif,Clayey,soybean
55.2,32.2,21.2,28.6,84.8,6.4,75.6,Kharif,Sandy,finger_millet
82.6,63.9,102.6,23.6,80.0,5.24,230.7,Kharif,Loamy,coffee
88.9,26.8,20.6,22.5,77.5,6.81,216.8,Kharif,Clayey,rice
118.9,56.8,43.9,27.7,80.9,6.52,90.2,Kharif,Loamy,maize
80.6,44.0,43.8,31.4,53.4,6.05,49.1,Kharif,Sandy,castor
25.4,49.9,40.5,19.2,35.4,6.78,69.2,Rabi,Sandy,chickpea
13.5,15.8,13.8,23.3,47.1,6.07,49.0,Rabi,Loamy,lentil
92.5,43.9,33.0,19.8,43.0,7.52,61.2,Rabi,Sandy,mustard
95.5,55.4,105.4,30.7,54.7,5.81,135.7,Zaid,Loamy,mango
96.2,81.1,73.8,29.8,63.4,6.71,72.9,Kharif,Sandy,tomato
22.0,48.0,43.8,22.8,61.8,7.35,51.8,Rabi,Loamy,chickpea
17.4,66.5,34.7,20.0,47.4,7.45,56.0,Rabi,Sandy,chickpea
130.0,61.0,76.6,27.6,63.4,5.99,56.5,Zaid,Sandy,guava
26.1,71.1,62.6,17.8,62.4,6.29,101.7,Kharif,Loamy,kidneybeans
57.2,19.1,31.7,33.7,36.1,7.21,30.8,Kharif,Sandy,pearl_millet
94.3,52.6,83.7,34.5,63.7,6.83,65.0,Rabi,Sandy,onion
100.8,65.9,124.2,26.9,75.7,6.09,164.0,Kharif,Loamy,turmeric
74.8,41.3,25.5,12.1,54.7,7.07,81.9,Rabi,Sandy,barley
93.8,59.4,144.2,24.9,73.2,5.87,214.8,Kharif,Loamy,ginger
82.3,38.8,47.4,33.3,84.9,6.66,30.5,Zaid,Sandy,watermelon
108.0,70.5,93.9,31.7,84.0,5.41,289.5,Kharif,Loamy,pepper
88.2,57.4,118.9,31.0,77.5,6.77,159.1,Kharif,Loamy,sugarcane
29.5,98.4,66.8,14.6,57.8,5.77,113.6,Kharif,Loamy,kidneybeans
41.9,28.2,28.3,29.5,62.4,6.39,79.8,Kharif,Loamy,finger_millet
26.3,53.5,93.5,31.3,49.0,6.23,78.5,Kharif,Sandy,groundnut
16.4,55.6,47.2,32.0,63.1,6.74,79.5,Kharif,Sandy,cowpea
9.1,57.7,43.9,26.4,55.9,6.26,160.4,Kharif,Loamy,pigeonpeas
85.8,63.5,61.9,25.1,88.5,5.3,163.8,Kharif,Clayey,rice
66.3,77.6,85.6,24.9,72.0,6.72,59.6,Kharif,Sandy,tomato
59.2,30.1,61.7,24.7,51.3,6.36,39.8,Rabi,Sandy,grapes
85.5,85.4,96.1,23.0,58.5,6.21,54.8,Kharif,Loamy,tomato
48.9,40.7,66.5,19.9,61.3,6.7,111.1,Rabi,Sandy,apple
145.1,64.1,124.4,26.9,80.4,5.46,135.5,Kharif,Loamy,turmeric
26.0,34.4,21.5,28.2,69.3,6.51,55.2,Kharif,Loamy,blackgram
171.9,68.8,214.9,19.7,84.8,6.28,201.2,Kharif,Loamy,banana
73.6,36.5,47.1,13.9,65.2,6.48,108.9,Rabi,Sandy,apple
98.3,70.3,32.5,27.1,78.8,6.48,175.0,Kharif,Clayey,rice
54.7,26.4,52.8,27.6,72.5,6.12,59.1,Rabi,Sandy,grapes
26.2,64.1,20.4,28.4,41.2,6.9,49.9,Kharif,Sandy,mothbeans
77.7,51.4,38.1,31.8,61.9,6.32,46.1,Kharif,Sandy,maize
3.6,15.6,25.2,23.4,47.3,5.61,68.5,Rabi,Sandy,lentil
100.4,58.4,49.5,28.1,54.8,7.44,46.0,Kharif,Clayey,cotton
80.6,31.6,36.7,26.8,90.6,7.17,108.5,Kharif,Loamy,jute
70.2,20.1,39.6,22.9,78.3,6.57,221.5,Rabi,Loamy,wheat
38.1,23.6,33.4,31.2,51.8,7.53,34.2,Kharif,Sandy,pearl_millet
145.1,59.6,212.2,29.1,76.3,6.84,146.4,Kharif,Loamy,banana
84.4,43.2,66.6,36.3,65.7,5.96,76.2,Zaid,Sandy,watermelon
87.4,39.9,67.7,29.2,88.6,4.79,439.0,Kharif,Loamy,rubber
52.7,24.4,24.3,38.5,34.3,6.42,44.7,Kharif,Sandy,pearl_millet
17.1,48.7,53.3,26.8,65.3,6.49,175.2,Kharif,Loamy,pigeonpeas
62.9,41.6,39.3,31.3,55.5,6.88,54.1,Kharif,Loamy,castor
86.6,64.3,33.3,23.3,65.8,6.62,94.1,Kharif,Loamy,maize
53.7,31.1,32.5,23.3,69.7,7.02,87.7,Kharif,Loamy,finger_millet
22.4,70.9,25.7,29.8,56.1,8.06,47.3,Kharif,Sandy,mothbeans
93.6,60.9,62.2,31.9,57.6,6.3,59.4,Kharif,Loamy,sunflower
36.5,24.8,64.3,29.8,58.7,6.35,35.9,Rabi,Sandy,grapes
182.9,60.2,220.4,24.1,82.8,6.24,222.6,Kharif,Loamy,banana
77.2,51.4,210.9,27.6,95.3,6.54,179.0,Kharif,Loamy,coconut
63.5,81.3,104.0,24.6,61.7,6.79,89.3,Zaid,Sandy,guava
101.3,42.7,93.3,23.6,67.3,5.78,203.2,Kharif,Loamy,coffee
21.6,61.8,43.5,18.1,50.2,6.48,66.9,Rabi,Sandy,chickpea
27.2,52.4,57.1,22.7,64.0,6.56,44.3,Rabi,Sandy,peas
60.7,58.3,34.5,22.6,81.5,6.22,203.0,Rabi,Loamy,wheat
99.6,65.8,145.0,26.5,80.7,6.08,183.7,Kharif,Clayey,sugarcane
63.6,22.1,29.6,33.3,49.5,7.57,20.0,Kharif,Sandy,pearl_millet
104.0,45.6,76.8,31.8,53.0,5.83,68.3,Zaid,Sandy,pomegranate
23.2,48.8,27.2,31.2,45.0,8.31,35.1,Kharif,Sandy,mothbeans
97.5,48.6,93.1,24.0,80.1,5.59,195.9,Kharif,Loamy,coffee
20.5,69.0,66.2,22.4,72.4,6.18,82.9,Kharif,Loamy,kidneybeans
66.8,25.4,100.2,22.3,84.3,6.39,341.5,Kharif,Loamy,cardamom
177.9,65.7,199.7,23.1,71.5,6.51,201.1,Kharif,Loamy,banana
141.9,40.6,93.7,23.5,81.6,5.2,253.5,Kharif,Loamy,pepper
56.9,18.5,29.8,35.4,46.0,6.7,31.1,Kharif,Sandy,pearl_millet
103.4,49.6,82.4,26.0,68.9,6.72,79.0,Rabi,Loamy,onion
97.9,65.8,105.1,31.1,67.6,6.27,112.1,Kharif,Sandy,turmeric
20.1,70.5,25.6,30.9,50.6,7.89,57.9,Kharif,Sandy,mothbeans
24.7,61.4,17.4,29.3,59.8,7.39,63.6,Kharif,Sandy,mothbeans
56.0,28.0,38.1,17.4,55.4,6.24,95.1,Rabi,Sandy,barley
25.4,70.3,63.0,26.4,74.3,5.6,90.0,Kharif,Loamy,soybean
10.4,44.8,57.7,24.9,61.3,6.5,162.9,Kharif,Loamy,pigeonpeas
99.0,76.6,91.3,24.0,61.5,6.43,78.6,Kharif,Loamy,tomato
18.1,53.9,43.3,25.2,66.1,6.6,54.6,Rabi,Sandy,chickpea
22.3,35.1,25.2,31.1,56.9,6.23,39.6,Kharif,Loamy,blackgram
10.9,21.7,28.8,18.3,62.7,6.71,50.9,Rabi,Loamy,lentil
128.5,45.1,45.3,26.3,82.3,6.62,78.3,Kharif,Clayey,cotton
63.9,37.3,32.5,17.6,61.0,6.51,34.4,Rabi,Loamy,barley
94.9,49.7,94.2,37.1,48.5,5.88,48.1,Zaid,Sandy,pomegranate
118.2,64.8,129.7,30.7,84.3,6.36,171.8,Kharif,Clayey,sugarcane
70.7,26.3,46.9,12.4,44.0,6.92,39.8,Rabi,Loamy,mustard
65.5,40.0,61.0,16.5,55.3,5.9,120.7,Rabi,Sandy,apple
68.6,57.0,46.0,28.7,37.3,5.82,68.7,Kharif,Sandy,maize
18.3,65.2,75.6,24.6,59.1,6.28,28.0,Kharif,Loamy,groundnut
23.6,42.1,20.6,34.9,56.9,6.35,62.2,Kharif,Loamy,mungbean
17.3,56.0,57.9,28.1,56.9,4.79,179.3,Kharif,Sandy,pigeonpeas
63.9,29.8,41.5,31.5,55.9,6.43,65.6,Kharif,Loamy,castor
26.5,44.5,79.1,31.9,62.9,6.03,96.1,Kharif,Sandy,groundnut
55.1,41.8,17.5,16.2,63.3,6.34,66.5,Rabi,Sandy,barley
117.6,37.4,208.1,26.6,87.4,5.8,161.1,Kharif,Loamy,coconut
84.9,33.5,32.4,35.3,30.1,6.98,43.4,Kharif,Sandy,pearl_millet
45.2,37.8,71.2,19.7,73.3,5.78,112.1,Rabi,Loamy,apple
88.7,50.0,73.2,27.7,65.5,6.45,45.9,Rabi,Sandy,onion
25.3,46.5,36.4,25.0,52.0,7.19,51.6,Rabi,Loamy,chickpea
143.7,93.9,101.1,18.4,70.4,5.43,80.7,Rabi,Sandy,potato
80.2,66.6,53.6,26.5,66.7,6.39,45.2,Kharif,Loamy,sunflower
71.1,43.2,101.1,24.0,76.5,5.99,187.9,Kharif,Loamy,coffee
7.7,61.8,55.0,30.7,69.8,5.53,150.7,Kharif,Loamy,pigeonpeas
122.3,58.6,102.5,29.4,75.4,6.3,251.1,Kharif,Loamy,sugarcane
72.5,57.7,88.6,23.1,69.8,6.14,80.6,Rabi,Loamy,onion
114.2,78.4,64.6,22.3,53.9,7.6,46.5,Kharif,Sandy,tomato
69.9,48.0,58.3,13.1,73.5,6.31,123.2,Rabi,Sandy,apple
42.9,22.2,26.4,37.4,48.4,6.27,75.9,Kharif,Loamy,sesame
19.2,46.6,61.3,33.5,60.6,6.83,71.9,Kharif,Clayey,soybean
86.9,52.2,39.0,30.8,60.8,6.84,95.0,Kharif,Sandy,maize
20.2,80.4,67.2,23.5,78.5,5.79,122.1,Kharif,Loamy,kidneybeans
94.1,44.3,83.6,30.8,47.6,7.11,56.9,Zaid,Sandy,pomegranate
79.5,24.4,69.4,19.1,95.4,4.63,298.5,Kharif,Loamy,cardamom
69.0,44.5,74.4,20.8,56.8,6.0,76.8,Rabi,Loamy,garlic
145.4,166.4,234.4,32.3,75.8,6.31,123.5,Zaid,Loamy,papaya
54.6,31.9,69.7,28.8,63.3,6.42,42.0,Rabi,Sandy,grapes
85.1,46.4,57.1,28.0,81.6,5.86,176.3,Kharif,Clayey,rice
73.6,40.3,59.7,15.4,41.2,5.82,47.6,Rabi,Loamy,garlic
51.5,29.8,26.7,17.2,57.7,6.82,73.0,Rabi,Loamy,barley
111.5,55.0,130.0,27.4,80.6,5.07,271.4,Kharif,Loamy,ginger
80.4,54.4,66.3,26.3,45.9,6.38,39.3,Zaid,Sandy,pomegranate
105.8,40.3,51.6,19.3,60.8,6.83,177.8,Rabi,Sandy,wheat
166.2,70.8,233.5,27.1,77.0,7.02,280.4,Kharif,Loamy,banana
70.2,39.7,68.4,32.3,72.0,6.87,56.9,Zaid,Sandy,watermelon
47.4,37.0,35.2,29.5,71.3,7.3,35.8,Kharif,Sandy,castor
119.7,58.4,103.7,28.7,80.0,5.86,139.6,Kharif,Loamy,turmeric
18.3,49.0,25.4,28.9,64.1,6.34,48.6,Kharif,Loamy,blackgram
88.1,32.6,43.8,19.4,64.9,6.38,57.6,Rabi,Loamy,mustard
22.5,71.7,78.7,26.3,55.7,6.06,68.5,Kharif,Loamy,groundnut
100.1,66.1,136.2,27.0,78.2,6.69,195.0,Kharif,Loamy,sugarcane
85.8,60.2,100.2,31.4,79.6,5.21,247.7,Kharif,Loamy,pepper
77.4,42.5,44.8,25.0,64.1,6.4,60.7,Rabi,Loamy,mustard
90.3,58.6,52.5,22.9,76.4,7.12,126.7,Rabi,Loamy,wheat
23.2,38.3,32.0,24.7,60.5,5.85,90.7,Kharif,Loamy,finger_millet
115.6,63.2,102.5,26.3,85.0,6.38,216.4,Kharif,Clayey,sugarcane
109.7,35.2,48.0,28.5,59.3,6.33,41.9,Rabi,Loamy,mustard
95.5,36.7,83.7,24.7,74.1,4.9,219.6,Kharif,Loamy,coffee
108.6,53.9,46.1,16.1,85.1,4.91,329.8,Kharif,Loamy,tea
77.2,46.0,87.2,22.8,52.2,5.72,106.7,Zaid,Sandy,orange
65.4,52.7,54.3,27.2,51.4,7.42,54.8,Kharif,Loamy,sorghum
39.6,28.0,24.6,9.8,57.0,6.92,45.3,Rabi,Clayey,linseed
67.3,36.6,48.0,31.7,68.3,6.46,68.2,Kharif,Loamy,sorghum
128.0,41.0,229.1,25.5,74.7,6.47,199.0,Kharif,Loamy,coconut
41.2,39.7,34.4,25.8,74.3,5.27,100.0,Kharif,Loamy,finger_millet
51.1,29.9,35.7,27.6,49.6,6.35,40.4,Kharif,Loamy,sesame
134.3,53.8,116.1,28.4,80.4,5.18,134.6,Kharif,Loamy,turmeric
112.7,52.4,141.3,29.5,81.1,6.17,207.6,Kharif,Clayey,sugarcane
62.2,23.8,27.9,31.1,43.4,6.98,40.3,Kharif,Sandy,pearl_millet
71.6,54.2,64.0,32.7,70.3,6.94,45.1,Zaid,Sandy,watermelon
166.9,53.5,215.2,24.6,77.3,6.44,221.0,Kharif,Loamy,banana
26.5,47.6,23.2,28.5,48.3,5.95,55.7,Kharif,Loamy,mungbean
24.8,70.1,36.6,24.9,39.4,7.16,46.2,Rabi,Sandy,chickpea
92.3,64.0,68.0,37.0,76.5,6.67,49.8,Zaid,Sandy,guava
69.8,51.4,43.3,28.0,54.6,5.96,97.7,Kharif,Loamy,maize
